version;0.3;;;
Cisco Unified Communications Manager;>= 14.0 and <= 14.0(1.10000.20);CVE-2022-20791;A vulnerability in the database user privileges of Cisco Unified Communications Manager...;https://nvd.nist.gov/vuln/detail/CVE-2022-20791
Cisco Unified Communications Manager;>= 14.0 and <= 14.0su4a;CVE-2024-20488;A vulnerability in the web-based management interface of Cisco Unified Communications M...;https://nvd.nist.gov/vuln/detail/CVE-2024-20488
Cisco Unified Communications Manager;>= 15.0 and < 15su3;CVE-2025-20326;A vulnerability in the web-based management interface of Cisco Unified Communications M...;https://nvd.nist.gov/vuln/detail/CVE-2025-20326
Cisco Unified Communications Manager;>= 15.0 and <= 15su3a;CVE-2026-20045;A vulnerability in Cisco Unified Communications Manager (Unified CM), Cisco Unified Com...;https://nvd.nist.gov/vuln/detail/CVE-2026-20045
Cisco Unified Communications Manager;>= 15.0 and <= 15su4a;CVE-2026-20230;A vulnerability in Cisco Unified Communications Manager (Unified CM) and Cisco Unified...;https://nvd.nist.gov/vuln/detail/CVE-2026-20230
Cisco Unified Communications Manager;>= 15.0.1.13010-1 and <= 15.0.1.13017-1;CVE-2025-20309;A vulnerability in Cisco Unified Communications Manager (Unified CM) and Cisco Unified...;https://nvd.nist.gov/vuln/detail/CVE-2025-20309
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2007-4634;Multiple SQL injection vulnerabilities in Cisco CallManager and Unified Communications...;https://nvd.nist.gov/vuln/detail/CVE-2007-4634
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2013-3453;Memory leak in Cisco Unified Communications Manager IM and Presence Service before 8.6(...;https://nvd.nist.gov/vuln/detail/CVE-2013-3453
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2013-6688;Directory traversal vulnerability in the license-upload interface in the Enterprise Lic...;https://nvd.nist.gov/vuln/detail/CVE-2013-6688
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2013-6689;Cisco Unified Communications Manager (Unified CM) 9.1(1) and earlier allows local users...;https://nvd.nist.gov/vuln/detail/CVE-2013-6689
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2013-6978;The disaster recovery system (DRS) component in Cisco Unified Communications Manager (U...;https://nvd.nist.gov/vuln/detail/CVE-2013-6978
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0657;The administration portal in Cisco Unified Communications Manager (Unified CM) 9.1(1) a...;https://nvd.nist.gov/vuln/detail/CVE-2014-0657
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0731;The administration interface in Cisco Unified Communications Manager (Unified CM) 10.0(...;https://nvd.nist.gov/vuln/detail/CVE-2014-0731
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0732;The Real Time Monitoring Tool (RTMT) web application in Cisco Unified Communications Ma...;https://nvd.nist.gov/vuln/detail/CVE-2014-0732
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0733;The Enterprise License Manager (ELM) component in Cisco Unified Communications Manager...;https://nvd.nist.gov/vuln/detail/CVE-2014-0733
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0734;SQL injection vulnerability in the Certificate Authority Proxy Function (CAPF) implemen...;https://nvd.nist.gov/vuln/detail/CVE-2014-0734
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0735;Cross-site scripting (XSS) vulnerability in the IP Manager Assistant (IPMA) interface i...;https://nvd.nist.gov/vuln/detail/CVE-2014-0735
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0736;Cross-site request forgery (CSRF) vulnerability in the Call Detail Records Analysis and...;https://nvd.nist.gov/vuln/detail/CVE-2014-0736
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0740;Cross-site request forgery (CSRF) vulnerability in the Call Detail Records Analysis and...;https://nvd.nist.gov/vuln/detail/CVE-2014-0740
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0741;The certificate-import feature in the Certificate Authority Proxy Function (CAPF) CLI i...;https://nvd.nist.gov/vuln/detail/CVE-2014-0741
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0742;The Certificate Authority Proxy Function (CAPF) CLI implementation in the CSR managemen...;https://nvd.nist.gov/vuln/detail/CVE-2014-0742
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0743;The Certificate Authority Proxy Function (CAPF) component in Cisco Unified Communicatio...;https://nvd.nist.gov/vuln/detail/CVE-2014-0743
Cisco Unified Communications Manager;>= 3.3(5) and <= 3.3(5)sr2a;CVE-2014-0747;The Certificate Authority Proxy Function (CAPF) CLI implementation in Cisco Unified Com...;https://nvd.nist.gov/vuln/detail/CVE-2014-0747
Cisco Unified Communications Manager;>= 4.0 and < 5.1(3g);CVE-2009-2054;Cisco Unified Communications Manager (aka CUCM, formerly CallManager) 4.x, 5.x before 5...;https://nvd.nist.gov/vuln/detail/CVE-2009-2054
Cisco Unified Communications Manager;>= 4.1 and < 4.1(3)sr6;CVE-2008-1747;Unspecified vulnerability in Cisco Unified Communications Manager 4.1 before 4.1(3)SR6,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1747
Cisco Unified Communications Manager;>= 4.1 and < 4.1(3)sr7;CVE-2008-1748;Cisco Unified Communications Manager 4.1 before 4.1(3)SR7, 4.2 before 4.2(3)SR4, 4.3 be...;https://nvd.nist.gov/vuln/detail/CVE-2008-1748
Cisco Unified Communications Manager;>= 4.1 and <= 4.3(2)sr1;CVE-2009-0632;The IP Phone Personal Address Book (PAB) Synchronizer feature in Cisco Unified Communic...;https://nvd.nist.gov/vuln/detail/CVE-2009-0632
Cisco Unified Communications Manager;>= 4.1 and <= 4.3(2)sr1;CVE-2010-0587;Cisco Unified Communications Manager (aka CUCM, formerly CallManager) 4.x before 4.3(2)...;https://nvd.nist.gov/vuln/detail/CVE-2010-0587
Cisco Unified Communications Manager;>= 4.1 and <= 4.3(2)sr1;CVE-2010-0592;The CTI Manager service in Cisco Unified Communications Manager (aka CUCM, formerly Cal...;https://nvd.nist.gov/vuln/detail/CVE-2010-0592
Cisco Unified Communications Manager;>= 4.1 and <= 4.3;CVE-2008-1742;Memory leak in the Certificate Trust List (CTL) Provider service in Cisco Unified Commu...;https://nvd.nist.gov/vuln/detail/CVE-2008-1742
Cisco Unified Communications Manager;>= 4.1 and <= 4.3;CVE-2008-1745;Cisco Unified Communications Manager (CUCM) 5.x before 5.1(2) and 6.x before 6.1(1) all...;https://nvd.nist.gov/vuln/detail/CVE-2008-1745
Cisco Unified Communications Manager;>= 4.1 and <= 4.3;CVE-2008-1746;The SNMP Trap Agent service in Cisco Unified Communications Manager (CUCM) 4.1 before 4...;https://nvd.nist.gov/vuln/detail/CVE-2008-1746
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3(1);CVE-2007-4634;Multiple SQL injection vulnerabilities in Cisco CallManager and Unified Communications...;https://nvd.nist.gov/vuln/detail/CVE-2007-4634
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3(1);CVE-2011-2560;The Packet Capture Service in Cisco Unified Communications Manager (aka CUCM, formerly...;https://nvd.nist.gov/vuln/detail/CVE-2011-2560
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3(1);CVE-2013-3453;Memory leak in Cisco Unified Communications Manager IM and Presence Service before 8.6(...;https://nvd.nist.gov/vuln/detail/CVE-2013-3453
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3(1);CVE-2013-6688;Directory traversal vulnerability in the license-upload interface in the Enterprise Lic...;https://nvd.nist.gov/vuln/detail/CVE-2013-6688
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3(1);CVE-2013-6689;Cisco Unified Communications Manager (Unified CM) 9.1(1) and earlier allows local users...;https://nvd.nist.gov/vuln/detail/CVE-2013-6689
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3(1);CVE-2013-6978;The disaster recovery system (DRS) component in Cisco Unified Communications Manager (U...;https://nvd.nist.gov/vuln/detail/CVE-2013-6978
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3(1);CVE-2014-0657;The administration portal in Cisco Unified Communications Manager (Unified CM) 9.1(1) a...;https://nvd.nist.gov/vuln/detail/CVE-2014-0657
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0731;The administration interface in Cisco Unified Communications Manager (Unified CM) 10.0(...;https://nvd.nist.gov/vuln/detail/CVE-2014-0731
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0732;The Real Time Monitoring Tool (RTMT) web application in Cisco Unified Communications Ma...;https://nvd.nist.gov/vuln/detail/CVE-2014-0732
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0733;The Enterprise License Manager (ELM) component in Cisco Unified Communications Manager...;https://nvd.nist.gov/vuln/detail/CVE-2014-0733
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0734;SQL injection vulnerability in the Certificate Authority Proxy Function (CAPF) implemen...;https://nvd.nist.gov/vuln/detail/CVE-2014-0734
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0735;Cross-site scripting (XSS) vulnerability in the IP Manager Assistant (IPMA) interface i...;https://nvd.nist.gov/vuln/detail/CVE-2014-0735
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0736;Cross-site request forgery (CSRF) vulnerability in the Call Detail Records Analysis and...;https://nvd.nist.gov/vuln/detail/CVE-2014-0736
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0740;Cross-site request forgery (CSRF) vulnerability in the Call Detail Records Analysis and...;https://nvd.nist.gov/vuln/detail/CVE-2014-0740
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0741;The certificate-import feature in the Certificate Authority Proxy Function (CAPF) CLI i...;https://nvd.nist.gov/vuln/detail/CVE-2014-0741
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0742;The Certificate Authority Proxy Function (CAPF) CLI implementation in the CSR managemen...;https://nvd.nist.gov/vuln/detail/CVE-2014-0742
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0743;The Certificate Authority Proxy Function (CAPF) component in Cisco Unified Communicatio...;https://nvd.nist.gov/vuln/detail/CVE-2014-0743
Cisco Unified Communications Manager;>= 4.1(3) and <= 4.3;CVE-2014-0747;The Certificate Authority Proxy Function (CAPF) CLI implementation in Cisco Unified Com...;https://nvd.nist.gov/vuln/detail/CVE-2014-0747
Cisco Unified Communications Manager;>= 4.2 and < 4.2(3)sr3;CVE-2008-1747;Unspecified vulnerability in Cisco Unified Communications Manager 4.1 before 4.1(3)SR6,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1747
Cisco Unified Communications Manager;>= 4.2 and < 4.2(3)sr4;CVE-2008-1748;Cisco Unified Communications Manager 4.1 before 4.1(3)SR7, 4.2 before 4.2(3)SR4, 4.3 be...;https://nvd.nist.gov/vuln/detail/CVE-2008-1748
Cisco Unified Communications Manager;>= 4.2 and < 4.2(3)sr4;CVE-2008-2062;The Real-Time Information Server (RIS) Data Collector service in Cisco Unified Communic...;https://nvd.nist.gov/vuln/detail/CVE-2008-2062
Cisco Unified Communications Manager;>= 4.2 and <= 4.3;CVE-2008-0027;Heap-based buffer overflow in the Certificate Trust List (CTL) Provider service (CTLPro...;https://nvd.nist.gov/vuln/detail/CVE-2008-0027
Cisco Unified Communications Manager;>= 4.2.3sr2 and <= 4.2.3sr2b;CVE-2007-4633;Multiple cross-site scripting (XSS) vulnerabilities in Cisco CallManager and Unified Co...;https://nvd.nist.gov/vuln/detail/CVE-2007-4633
Cisco Unified Communications Manager;>= 4.2_3_sr2 and <= 4.3_1_sr1;CVE-2008-1744;The Certificate Authority Proxy Function (CAPF) service in Cisco Unified Communications...;https://nvd.nist.gov/vuln/detail/CVE-2008-1744
Cisco Unified Communications Manager;>= 4.3 and < 4.3(2);CVE-2008-1747;Unspecified vulnerability in Cisco Unified Communications Manager 4.1 before 4.1(3)SR6,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1747
Cisco Unified Communications Manager;>= 4.3 and < 4.3(2);CVE-2008-1748;Cisco Unified Communications Manager 4.1 before 4.1(3)SR7, 4.2 before 4.2(3)SR4, 4.3 be...;https://nvd.nist.gov/vuln/detail/CVE-2008-1748
Cisco Unified Communications Manager;>= 4.3 and < 4.3(2)sr1;CVE-2008-2062;The Real-Time Information Server (RIS) Data Collector service in Cisco Unified Communic...;https://nvd.nist.gov/vuln/detail/CVE-2008-2062
Cisco Unified Communications Manager;>= 4.3 and <= 4.3(1);CVE-2006-5277;Off-by-one error in the Certificate Trust List (CTL) Provider service (CTLProvider.exe)...;https://nvd.nist.gov/vuln/detail/CVE-2006-5277
Cisco Unified Communications Manager;>= 4.3 and <= 4.3(1);CVE-2006-5278;Integer overflow in the Real-Time Information Server (RIS) Data Collector service (RisD...;https://nvd.nist.gov/vuln/detail/CVE-2006-5278
Cisco Unified Communications Manager;>= 5.0 and < 5.1(3);CVE-2008-1743;Memory leak in the Certificate Trust List (CTL) Provider service in Cisco Unified Commu...;https://nvd.nist.gov/vuln/detail/CVE-2008-1743
Cisco Unified Communications Manager;>= 5.0 and < 5.1(3);CVE-2008-1747;Unspecified vulnerability in Cisco Unified Communications Manager 4.1 before 4.1(3)SR6,...;https://nvd.nist.gov/vuln/detail/CVE-2008-1747
Cisco Unified Communications Manager;>= 5.0 and < 5.1(3);CVE-2008-1748;Cisco Unified Communications Manager 4.1 before 4.1(3)SR7, 4.2 before 4.2(3)SR4, 4.3 be...;https://nvd.nist.gov/vuln/detail/CVE-2008-1748
Cisco Unified Communications Manager;>= 5.0 and < 5.1(3c);CVE-2008-2061;The Computer Telephony Integration (CTI) Manager service in Cisco Unified Communication...;https://nvd.nist.gov/vuln/detail/CVE-2008-2061
Cisco Unified Communications Manager;>= 5.0 and < 5.1(3c);CVE-2008-2062;The Real-Time Information Server (RIS) Data Collector service in Cisco Unified Communic...;https://nvd.nist.gov/vuln/detail/CVE-2008-2062
Cisco Unified Communications Manager;>= 5.0 and < 5.1(3g);CVE-2009-2051;Cisco IOS 12.2 through 12.4 and 15.0 through 15.1, Cisco IOS XE 2.5.x and 2.6.x before...;https://nvd.nist.gov/vuln/detail/CVE-2009-2051
Cisco Unified Communications Manager;>= 5.0 and < 5.1(3g);CVE-2009-2052;Cisco Unified Communications Manager (aka CUCM, formerly CallManager) 4.x, 5.x before 5...;https://nvd.nist.gov/vuln/detail/CVE-2009-2052
Cisco Unified Communications Manager;>= 5.0 and < 5.1(3g);CVE-2009-2053;Cisco Unified Communications Manager (aka CUCM, formerly CallManager) 4.x, 5.x before 5...;https://nvd.nist.gov/vuln/detail/CVE-2009-2053
Cisco Unified Communications Manager;>= 5.0 and <= 5.0_4a_su1;CVE-2008-0026;SQL injection vulnerability in Cisco Unified CallManager/Communications Manager (CUCM)...;https://nvd.nist.gov/vuln/detail/CVE-2008-0026
Cisco Unified Communications Manager;>= 5.0 and <= 5.1(2);CVE-2007-3775;Unspecified vulnerability in Cisco Unified Communications Manager (CUCM, formerly CallM...;https://nvd.nist.gov/vuln/detail/CVE-2007-3775
Cisco Unified Communications Manager;>= 5.0 and <= 5.1(2);CVE-2007-3776;Cisco Unified Communications Manager (CUCM, formerly CallManager) and Unified Presence...;https://nvd.nist.gov/vuln/detail/CVE-2007-3776
Cisco Unified Communications Manager;>= 5.0 and <= 5.1(3d);CVE-2009-0632;The IP Phone Personal Address Book (PAB) Synchronizer feature in Cisco Unified Communic...;https://nvd.nist.gov/vuln/detail/CVE-2009-0632
Cisco Unified Communications Manager;>= 5.0 and <= 5.1(3e);CVE-2011-3315;Directory traversal vulnerability in Cisco Unified Communications Manager (CUCM) 5.x an...;https://nvd.nist.gov/vuln/detail/CVE-2011-3315
Cisco Unified Communications Manager;>= 5.0 and <= 5.1(3e);CVE-2013-3453;Memory leak in Cisco Unified Communications Manager IM and Presence Service before 8.6(...;https://nvd.nist.gov/vuln/detail/CVE-2013-3453
Cisco Unified Communications Manager;>= 5.0 and <= 5.1(3e);CVE-2013-6688;Directory traversal vulnerability in the license-upload interface in the Enterprise Lic...;https://nvd.nist.gov/vuln/detail/CVE-2013-6688
Cisco Unified Communications Manager;>= 5.0 and <= 5.1(3e);CVE-2013-6689;Cisco Unified Communications Manager (Unified CM) 9.1(1) and earlier allows local users...;https://nvd.nist.gov/vuln/detail/CVE-2013-6689
